user_id,cibil_score,account_age_days,user_history_score,transaction_amount,transaction_type,bank_balance,insufficient_funds_flag,ip_switching_frequency,rooted_device_flag,multiple_attempts_short_time,account_behavior_score,past_failure_count,success_rate,always_fails_after_spending_flag,velocity_score,anomaly_score,fraud_label
106959,836,752,87,4581.63,domestic,22519.8,0,0,0,0,100,0,0.951,0,22,18,0
103018,751,563,84,1137.14,domestic,9953.66,0,2,0,0,88,0,1.0,0,27,20,0
101884,774,1340,81,252.21,domestic,2922.64,0,2,0,0,90,1,0.9607,0,17,20,0
100412,729,261,92,880.91,international,7739.18,0,0,0,0,98,2,0.9243,0,10,16,0
101403,712,603,81,1469.59,domestic,20850.04,0,0,0,1,95,0,0.9828,0,26,19,0
106153,829,100,93,803.75,domestic,11716.65,0,0,0,0,99,1,0.8968,0,16,26,0
101233,804,727,94,1146.38,domestic,2383.69,0,2,0,0,87,0,0.9762,0,20,8,0
107991,433,238,13,7924.67,domestic,2214.59,1,8,1,1,23,7,0.1784,1,61,73,1
106859,750,266,88,1384.41,domestic,8950.54,0,1,0,0,85,0,0.9443,0,7,5,0
102157,719,459,86,184.44,international,2312.52,0,0,0,0,88,0,0.8866,0,0,12,0
107039,801,1004,81,1129.99,international,4241.46,0,1,0,0,91,0,0.8965,0,9,4,0
102583,759,691,81,613.55,domestic,4490.88,0,3,0,0,95,0,0.9091,0,30,16,0
102651,900,177,92,962.78,international,4875.5,0,2,1,0,91,0,0.935,0,18,15,0
105900,732,614,99,338.59,domestic,3318.64,0,0,0,0,95,2,0.9813,0,18,26,0
103509,812,3081,88,218.65,domestic,2627.04,0,0,0,0,99,1,0.9249,0,23,2,0
104959,900,1383,96,2631.76,domestic,36651.83,0,0,0,0,83,0,0.9826,0,8,9,0
100496,781,1447,93,8832.0,domestic,25111.13,0,1,0,0,94,0,0.8972,0,13,16,0
104832,767,375,86,624.98,domestic,6584.51,0,1,1,0,94,1,0.9752,0,15,27,0
104821,754,493,88,1241.58,domestic,10464.91,0,0,0,0,87,1,0.8995,0,26,11,0
103826,748,475,81,303.06,domestic,588.59,0,0,0,0,87,1,0.9435,0,25,13,0
107669,605,133,28,13507.12,international,13152.53,1,8,1,0,26,3,0.3273,0,73,72,1
103186,778,216,73,4871.73,international,42352.32,0,0,0,1,95,0,0.8968,0,21,12,0
102908,823,584,100,585.29,domestic,7246.9,0,1,0,0,100,0,0.9688,0,20,9,0
106612,809,1149,85,1119.0,domestic,11698.88,0,3,0,1,94,0,1.0,0,33,10,0
101471,789,414,82,5620.34,international,32699.23,0,0,0,0,100,0,0.9455,0,22,18,0
105539,756,519,87,770.19,domestic,5302.47,0,0,0,0,98,2,0.9925,0,16,19,0
101791,729,1134,86,1455.68,international,6103.73,0,2,0,0,87,0,0.8999,0,18,25,0
106056,772,555,85,2141.48,domestic,5435.05,0,3,0,0,97,1,0.968,0,16,18,0
102384,650,611,85,775.69,domestic,2194.59,0,2,0,0,95,1,0.9758,0,22,18,0
103293,673,183,72,10766.77,domestic,88583.42,0,0,0,0,86,1,0.9398,0,26,13,0
106960,797,1402,90,2327.97,domestic,32679.42,0,2,1,0,92,0,0.8621,0,22,12,0
105578,758,2313,74,678.96,domestic,7756.04,0,0,1,0,84,1,0.9141,0,19,6,0
100002,729,277,61,5143.08,domestic,27935.12,0,1,0,0,82,1,0.8735,0,18,7,0
104783,900,196,96,760.99,domestic,5922.39,0,0,0,0,85,3,0.988,0,10,23,0
101440,823,186,80,1723.48,international,18901.86,0,1,0,0,96,0,0.9187,0,16,21,0
101196,856,136,91,578.73,international,7223.19,0,1,0,0,89,0,0.8936,0,14,25,0
103726,842,155,81,3019.46,international,14334.63,0,0,0,0,83,0,0.9966,0,19,9,0
106405,683,214,75,3485.98,domestic,46396.48,0,3,0,0,89,1,0.981,0,24,0,0
105938,771,185,87,1176.6,domestic,10546.64,0,2,0,0,95,0,0.9729,0,23,30,0
101322,811,519,81,14412.52,international,189536.9,0,3,0,0,100,1,0.982,0,25,12,0
102593,751,143,80,2666.18,domestic,22784.67,0,1,0,0,85,1,0.9101,0,9,10,0
107123,561,123,11,3590.41,international,657.41,1,15,1,1,28,11,0.1081,1,91,74,1
101164,729,295,100,1881.46,domestic,8719.46,0,2,0,0,90,2,0.9587,0,22,18,0
101334,810,530,86,460.77,domestic,3103.56,0,0,0,0,100,2,0.9446,0,6,13,0
104016,725,1116,89,1412.89,domestic,6597.41,0,0,0,0,97,0,0.9831,0,16,14,0
101517,783,1115,85,1844.4,domestic,20472.84,0,1,0,0,82,1,0.8815,0,23,21,0
102206,665,108,74,554.53,domestic,6789.95,0,0,0,0,87,1,0.9225,0,16,18,0
101013,759,884,70,735.24,domestic,2944.88,0,0,0,0,91,0,0.9369,0,32,21,0
103540,776,232,81,339.41,domestic,745.25,0,2,1,0,100,0,0.8932,0,22,28,0
104300,749,1701,85,855.25,domestic,7460.76,0,1,0,0,98,1,0.9016,0,4,27,0
106115,659,1782,75,205.54,domestic,2305.21,0,1,0,0,97,1,0.9189,0,7,14,0
107452,516,60,39,825.14,domestic,628.05,1,13,0,1,33,7,0.0,1,65,77,1
103910,650,2092,74,6151.33,international,59048.17,0,0,0,0,100,2,0.8917,0,16,24,0
104002,730,1561,88,2136.44,domestic,12128.83,0,1,0,0,90,3,0.9111,0,17,14,0
102946,819,232,86,2431.75,domestic,17248.4,0,1,0,0,81,1,0.8876,0,20,8,0
103013,762,220,87,689.78,domestic,10086.13,0,0,0,0,100,0,0.9353,0,15,8,0
103620,750,1001,81,2237.05,domestic,21079.84,0,1,0,0,87,2,0.9604,0,25,17,0
106071,850,742,82,548.15,domestic,7827.11,0,0,0,0,93,0,0.8919,0,12,9,0
104149,787,176,94,1314.95,international,13299.88,0,1,0,0,100,0,0.9301,0,18,1,0
107166,528,66,34,8220.69,international,785.82,1,10,1,1,31,12,0.1065,1,85,95,1
101899,796,592,73,571.93,domestic,3063.87,0,0,0,0,93,1,0.9739,0,11,16,0
104627,790,1574,78,10238.66,domestic,35140.55,0,1,0,0,93,0,0.9716,0,29,13,0
102374,842,548,88,1495.01,domestic,15035.87,0,0,0,0,92,2,0.9269,0,10,5,0
107574,589,96,18,5337.46,international,3631.23,1,14,1,1,30,8,0.2045,1,81,88,1
105961,791,341,80,1009.22,domestic,8063.49,0,3,0,0,84,0,0.8937,0,24,11,0
105889,861,506,77,1336.75,domestic,10054.75,0,0,0,0,95,1,0.8645,0,0,20,0
101192,785,131,95,966.23,domestic,6893.19,0,2,0,0,97,2,0.9038,0,13,10,0
100767,650,177,83,1325.49,domestic,9119.82,0,0,0,0,99,0,0.9166,0,20,12,0
101510,650,129,81,1264.0,domestic,8053.54,0,3,0,0,88,0,0.8564,0,30,15,0
103422,781,384,97,723.62,domestic,10363.68,0,1,0,0,90,1,1.0,0,23,20,0
107582,586,460,35,9219.66,international,6143.39,1,4,0,1,38,4,0.3909,1,72,76,1
106634,751,1039,89,193.74,domestic,482.93,0,0,0,0,94,1,0.8586,0,4,8,0
104089,852,1971,94,2296.3,international,31291.54,0,3,0,0,77,0,0.9769,0,19,0,0
105721,776,224,86,15193.67,domestic,32669.47,0,2,0,0,87,0,0.9173,0,18,15,0
104480,791,225,81,186.23,international,449.64,0,3,0,0,100,0,0.9114,0,19,15,0
100165,690,189,73,1502.73,domestic,7736.57,0,2,1,0,87,1,1.0,0,15,0,0
102091,793,204,84,1034.14,domestic,14213.85,0,2,0,0,100,2,0.8985,0,19,17,0
100446,814,113,98,1286.11,domestic,15717.31,0,2,0,0,100,3,0.9221,0,18,26,0
104160,756,69,85,534.06,domestic,5551.2,0,1,0,0,91,1,0.9625,0,29,0,0
101866,850,292,90,23833.83,domestic,175651.59,0,2,0,0,96,1,0.9147,0,15,29,0
101244,894,475,92,1298.68,domestic,12766.33,0,0,0,1,100,1,0.911,0,14,12,0
104502,732,1851,82,1577.16,domestic,4558.31,0,1,0,0,87,1,0.8996,0,26,30,0
100936,766,165,75,1436.82,international,15713.49,0,1,0,1,92,0,0.9317,0,30,11,0
101236,719,767,75,4155.99,domestic,20651.44,0,1,0,0,98,1,0.9577,0,6,6,0
100453,772,742,84,307.82,domestic,2780.04,0,1,0,0,87,0,0.979,0,16,5,0
105606,707,290,85,1558.49,domestic,12037.37,0,3,0,0,93,0,0.9715,0,16,8,0
103319,734,411,84,516.05,domestic,1428.16,0,1,0,0,100,1,0.909,0,12,27,0
104086,816,258,93,3733.12,domestic,22177.89,0,1,0,0,89,0,0.966,0,17,17,0
100438,723,202,77,3261.87,domestic,7828.19,0,1,0,0,88,2,0.9723,0,17,15,0
101139,650,1957,73,3174.27,domestic,11740.31,0,2,0,0,98,1,0.9228,0,20,19,0
101078,811,507,95,718.22,domestic,6235.41,0,1,0,0,94,1,0.9496,0,28,19,0
105842,734,826,67,3659.36,domestic,30946.66,0,0,0,0,83,1,0.9616,0,18,17,0
106886,900,969,89,2917.63,international,34105.93,0,0,1,0,100,0,0.907,0,15,15,0
103468,753,494,75,14181.37,international,187844.18,0,1,0,0,100,2,0.9264,0,17,13,0
106817,755,596,79,8028.22,domestic,68708.27,0,1,0,0,85,0,0.9509,0,21,9,0
107448,366,32,35,14171.86,international,7215.0,1,20,1,1,9,11,0.0783,0,84,88,1
101591,770,462,83,13818.47,domestic,201362.23,0,1,0,0,95,0,0.9407,0,13,9,0
105759,650,318,85,1162.03,domestic,9122.5,0,4,0,0,86,1,0.8696,0,30,18,0
103026,760,164,71,2226.32,domestic,16964.35,0,0,0,1,85,0,0.904,0,24,12,0
105262,731,682,76,1969.96,international,26432.18,0,1,0,0,88,1,0.9399,0,14,24,0
100406,811,127,96,1861.63,domestic,26320.1,0,2,0,0,100,1,0.9169,0,28,16,0
106629,821,290,81,795.02,domestic,7296.8,0,2,0,0,90,1,0.9295,0,21,13,0
106620,690,2404,76,957.07,domestic,7237.53,0,1,0,0,100,0,0.9163,0,20,3,0
107650,542,121,42,1862.24,domestic,487.34,1,16,0,1,27,17,0.1139,1,84,82,1
106355,820,293,88,1074.43,domestic,3616.93,0,5,0,0,94,1,0.8875,0,31,12,0
104172,701,544,76,238.13,domestic,3372.03,0,1,0,0,85,0,0.9222,0,14,13,0
100062,668,375,62,11685.48,domestic,63981.37,0,2,0,0,89,2,0.9741,0,33,21,0
100593,704,547,73,3469.57,domestic,11123.43,0,1,0,0,90,1,0.9728,0,10,7,0
101566,741,1081,92,8951.89,domestic,63967.86,0,1,0,0,94,2,0.9984,0,19,25,0
105895,703,1001,85,931.2,domestic,12832.25,0,1,0,0,76,1,0.9576,0,13,30,0
105043,650,482,82,254.95,domestic,3690.81,0,3,0,0,86,0,0.9137,0,24,0,0
105107,841,141,83,2159.57,domestic,28924.97,0,0,0,0,82,1,0.9588,0,23,15,0
103520,697,103,70,5024.84,domestic,28564.56,0,1,1,0,94,2,0.8754,0,16,21,0
101105,740,693,87,5228.04,domestic,47643.02,0,2,1,0,98,1,0.8826,0,25,23,0
107580,545,147,22,15353.6,domestic,26370.31,0,10,1,0,31,6,0.2356,0,63,80,1
104081,681,217,87,1654.34,domestic,19848.46,0,1,0,0,96,2,0.9252,0,18,13,0
106658,842,1408,74,493.76,international,5407.0,0,1,0,0,84,0,0.9264,0,27,24,0
103660,683,584,77,2509.22,domestic,24399.3,0,0,0,0,87,1,0.9562,0,18,13,0
103029,739,253,88,1702.58,domestic,6982.55,0,5,0,0,92,1,0.8874,0,29,16,0
101496,825,1100,89,2686.49,domestic,30221.79,0,2,0,0,93,0,0.9792,0,26,19,0
102070,756,311,89,10078.25,domestic,112451.39,0,1,0,0,96,2,0.8997,0,21,11,0
100757,724,619,70,2730.55,international,37842.38,0,1,0,0,92,0,0.8895,0,16,22,0
107412,590,503,39,23819.6,international,15191.05,1,6,0,1,33,3,0.1817,0,77,61,1
107670,585,20,27,16134.49,international,11002.9,1,10,1,1,29,12,0.1735,1,72,77,1
103546,715,1434,78,581.61,domestic,2305.78,0,4,0,0,90,0,0.9782,0,39,20,0
101337,804,2486,100,3047.06,domestic,39569.03,0,0,0,1,100,0,0.9052,0,24,17,0
106487,742,640,98,6747.17,international,41591.78,0,1,0,0,100,1,0.8981,0,20,17,0
103154,826,1144,87,1576.2,domestic,19996.5,0,1,0,0,93,0,0.8568,0,16,17,0
102149,874,312,99,11034.9,international,141581.36,0,1,0,0,80,0,0.9567,0,14,11,0
106339,745,135,67,2081.81,domestic,11799.23,0,2,0,0,100,2,0.9089,0,27,7,0
104280,700,863,77,9102.28,domestic,116092.16,0,0,0,0,82,0,0.8614,0,11,8,0
107888,565,84,26,830.08,domestic,610.24,1,16,1,1,11,8,0.1793,1,86,85,1
100978,797,208,86,1207.84,domestic,8182.49,0,2,1,0,100,1,0.9173,0,17,16,0
101924,898,680,97,1049.6,domestic,11520.3,0,1,0,0,85,0,0.928,0,22,17,0
105336,769,235,83,2420.7,domestic,16195.38,0,0,0,0,76,0,0.9123,0,18,16,0
106035,756,124,83,726.09,domestic,1124.85,0,1,0,0,100,3,0.8977,0,20,16,0
107673,547,617,65,10508.98,domestic,7346.22,1,11,0,1,47,6,0.4308,1,83,73,1
103348,663,399,81,1441.41,domestic,7621.49,0,2,0,0,87,0,0.9169,0,29,4,0
101214,750,799,96,2631.47,international,26038.55,0,4,0,0,89,2,0.8329,0,30,19,0
106342,778,355,84,5042.61,domestic,36430.51,0,1,0,0,100,1,0.902,0,25,18,0
104755,741,329,86,1401.51,domestic,17712.92,0,2,0,0,93,0,0.96,0,16,13,0
101541,682,371,83,6820.36,domestic,15792.97,0,4,0,0,93,2,0.9039,0,31,17,0
103712,715,376,71,2201.99,domestic,17422.26,0,2,0,0,84,0,0.9917,0,21,6,0
100552,730,225,82,4061.44,domestic,26094.93,0,2,0,0,88,0,0.8802,0,13,22,0
106927,723,837,88,708.96,domestic,2526.9,0,1,0,0,96,0,0.9101,0,11,8,0
102253,715,464,78,1180.11,international,14051.72,0,2,0,0,91,1,1.0,0,21,4,0
101122,830,559,77,3718.68,domestic,13495.92,0,3,0,1,79,3,0.9614,0,22,27,0
106222,812,343,81,2588.27,domestic,9564.16,0,1,0,0,100,1,0.9218,0,19,22,0
101323,785,714,91,431.95,domestic,3145.19,0,2,0,0,96,2,0.9578,0,22,17,0
100738,782,101,81,1283.9,domestic,7340.67,0,2,0,0,100,0,0.9945,0,5,6,0
107799,431,345,3,500,domestic,423.63,1,9,1,1,18,10,0.145,1,63,76,1
100169,796,194,86,6518.42,domestic,88368.38,0,0,0,0,91,1,1.0,0,16,27,0
102936,705,92,89,1240.01,domestic,18307.31,0,2,0,0,100,1,0.9359,0,15,20,0
105542,683,797,86,999.23,domestic,5445.89,0,1,0,0,95,3,1.0,0,22,9,0
107498,600,45,29,6657.81,domestic,4157.82,1,11,1,1,39,6,0.1529,1,71,82,1
102006,759,115,77,404.05,domestic,2751.49,0,0,0,0,86,0,0.8959,0,11,13,0
101093,696,812,88,628.04,domestic,8845.16,0,2,0,0,94,1,0.938,0,12,1,0
100432,658,826,90,1986.1,domestic,18051.57,0,1,0,0,94,0,0.8872,0,18,12,0
103554,717,67,92,359.43,domestic,5371.87,0,0,0,0,92,0,0.888,0,15,12,0
105834,848,519,85,316.28,domestic,1571.1,0,0,0,0,89,3,0.925,0,9,10,0
102388,858,128,91,1087.89,domestic,5430.01,0,0,0,0,95,0,0.9524,0,12,8,0
102009,650,987,96,2271.19,domestic,10855.95,0,0,0,0,92,2,0.978,0,18,21,0
100254,789,316,81,14421.23,domestic,65732.57,0,1,0,0,79,2,0.9711,0,10,7,0
107934,528,14,25,28831.17,international,1993.71,1,13,0,1,20,10,0.2064,1,79,87,1
101804,721,82,76,2322.8,domestic,11362.08,0,1,0,0,97,0,0.9309,0,27,4,0
104688,782,1861,94,307.0,international,3866.09,0,2,0,0,91,3,0.9987,0,18,18,0
106758,785,178,97,114.83,domestic,817.62,0,1,0,0,100,1,0.955,0,6,9,0
105613,741,526,89,28749.93,domestic,88946.83,0,2,0,0,84,1,0.9423,0,24,19,0
100023,744,121,97,51.14,domestic,196.29,0,1,1,0,87,1,0.9249,0,15,16,0
100913,655,1637,97,692.24,domestic,4882.49,0,0,0,0,88,0,0.9373,0,21,15,0
106934,680,308,78,5689.01,domestic,47700.54,0,1,0,0,86,1,0.9522,0,16,28,0
103999,778,66,83,17819.62,international,220798.1,0,1,0,0,92,1,0.9024,0,19,16,0
107431,623,555,37,8973.4,international,4392.88,1,6,0,1,27,4,0.4853,0,59,69,1
106348,705,1765,83,901.62,domestic,4654.09,0,0,0,0,97,0,0.9332,0,19,4,0
104848,650,375,77,3133.84,domestic,28548.89,0,1,0,0,91,1,0.91,0,31,11,0
104886,762,313,82,199.39,international,1547.3,0,3,0,0,78,0,0.8764,0,21,8,0
102888,817,383,90,1217.24,domestic,12383.96,0,1,0,0,88,0,0.8393,0,7,11,0
107341,706,229,48,12621.32,international,7558.66,1,9,1,1,51,6,0.1752,0,63,70,1
101113,714,2010,83,3913.04,domestic,22579.6,0,0,0,0,100,0,0.9775,0,23,22,0
101994,791,345,78,2509.67,domestic,27567.45,0,2,0,0,92,2,0.8612,0,25,16,0
104119,690,2120,85,28845.0,international,182084.59,0,2,0,0,100,1,0.9518,0,22,8,0
107778,498,394,29,18683.15,international,11973.32,1,10,0,1,24,11,0.0,1,78,78,1
102409,780,1927,99,4785.91,domestic,15672.33,0,1,0,0,100,0,0.9727,0,20,14,0
105774,751,418,83,1857.74,domestic,5418.58,0,0,0,0,90,1,0.8772,0,15,25,0
100073,694,85,74,215.5,domestic,2300.51,0,0,0,0,82,2,0.9694,0,13,16,0
103085,745,946,81,7273.52,domestic,33117.22,0,1,0,0,91,0,0.9406,0,16,6,0
105081,757,570,74,2173.92,domestic,26633.29,0,1,0,0,87,0,0.9741,0,10,13,0
104929,900,878,94,2487.18,domestic,14060.26,0,1,0,0,93,2,0.9004,0,26,13,0
102087,853,185,100,2971.89,domestic,33120.28,0,2,0,0,95,0,0.8776,0,22,9,0
105429,790,1277,92,3058.85,international,28809.84,0,2,0,0,89,0,0.853,0,21,12,0
106152,734,1347,83,12490.05,domestic,125737.5,0,0,0,0,100,0,0.9809,0,17,15,0
106158,747,731,83,883.12,domestic,10926.63,0,1,0,0,95,1,0.8731,0,16,17,0
104492,749,1177,76,1507.67,domestic,18341.29,0,0,0,0,100,0,0.9614,0,8,4,0
104441,797,264,79,522.05,international,2482.33,0,2,0,0,97,0,0.9517,0,30,2,0
102762,727,251,76,2488.43,domestic,31341.6,0,2,0,0,98,0,0.9245,0,28,23,0
103574,741,524,91,856.06,international,2100.75,0,1,0,0,82,0,0.9337,0,0,11,0
102812,780,65,76,330.97,domestic,3896.82,0,0,0,0,93,0,0.9225,0,10,23,0
101065,758,254,74,333.38,domestic,2457.66,0,0,0,0,100,0,0.9133,0,13,15,0
100327,730,116,75,562.6,domestic,3180.75,0,1,0,0,90,1,0.9428,0,27,16,0
104685,689,2325,84,3851.3,domestic,42876.63,0,0,0,1,92,2,0.9422,0,28,16,0
100727,717,168,76,832.16,domestic,7164.62,0,1,0,0,96,2,0.9283,0,16,26,0
101092,687,307,57,1642.77,domestic,9694.51,0,1,0,0,91,0,0.9425,0,19,0,0
107882,599,58,13,2757.76,domestic,1850.23,1,17,1,1,42,14,0.2882,1,84,93,1
104171,813,111,95,1401.1,domestic,16204.79,0,1,0,0,97,2,0.9322,0,23,32,0
105451,837,299,87,1595.08,domestic,17525.4,0,1,0,0,99,1,0.9584,0,18,15,0
100445,732,1049,85,3244.25,domestic,35503.86,0,1,0,0,100,1,0.8741,0,25,19,0
101995,704,193,70,6962.51,domestic,60077.44,0,0,0,0,90,0,1.0,0,24,6,0
100890,736,208,89,4406.91,domestic,31549.95,0,0,0,0,87,0,0.9274,0,14,13,0
107521,464,20,11,23287.4,domestic,6365.32,1,12,0,1,6,13,0.0198,1,94,85,1
100279,706,729,67,508.42,domestic,1676.94,0,1,0,0,98,1,0.9714,0,22,14,0
105743,832,310,86,7202.75,domestic,23512.89,0,1,0,0,76,0,0.8577,0,22,14,0
106633,790,513,82,1387.74,domestic,13939.22,0,1,0,0,99,1,0.956,0,13,17,0
107655,540,171,21,3813.4,international,3188.66,1,10,1,1,15,10,0.1782,1,63,83,1
103423,828,467,81,1854.5,domestic,27272.28,0,1,0,0,100,0,0.8931,0,17,24,0
107011,764,656,83,2076.41,domestic,19957.02,0,2,0,0,88,1,0.9564,0,6,26,0
107946,466,85,6,13135.04,domestic,6648.96,1,18,0,1,9,14,0.0878,1,76,86,1
100734,806,142,87,5965.19,domestic,80546.45,0,1,0,1,76,2,0.9307,0,36,21,0
107226,587,102,17,4266.39,international,2824.24,1,14,1,1,29,5,0.2647,1,86,87,1
100051,818,647,87,355.51,international,1201.69,0,2,0,0,100,2,0.8863,0,16,29,0
103232,798,100,95,2295.15,domestic,31281.08,0,1,0,0,96,0,0.9004,0,20,22,0
101178,729,451,84,1446.72,domestic,3668.86,0,2,0,0,86,1,0.9513,0,16,14,0
101297,676,1303,84,4932.62,domestic,73760.01,0,3,0,0,98,1,0.9675,0,21,20,0
100988,797,770,75,2796.02,domestic,14506.44,0,1,0,0,94,2,1.0,0,14,23,0
100410,816,829,91,1329.48,domestic,4267.1,0,0,0,0,87,0,0.9294,0,19,12,0
105435,835,742,70,2651.28,domestic,34189.38,0,2,0,0,100,0,0.939,0,19,18,0
106639,761,1127,92,450.79,domestic,3958.37,0,0,0,0,92,0,0.9346,0,20,18,0
101483,776,509,91,514.08,domestic,5102.14,0,2,0,0,88,1,0.9156,0,29,21,0
102334,785,188,87,676.69,domestic,8365.52,0,1,0,0,100,1,0.9069,0,11,23,0
100754,735,1215,82,1334.85,domestic,8630.79,0,2,0,0,100,0,0.9775,0,26,9,0
107926,611,408,60,1535.55,international,1868.23,0,4,0,0,35,6,0.4756,1,67,66,1
106002,848,219,93,3536.64,domestic,7103.66,0,2,0,0,96,0,0.8805,0,13,21,0
107051,460,13,23,24089.83,domestic,10419.57,1,16,0,1,21,18,0.2595,1,91,87,1
100557,732,2438,86,7298.63,domestic,19382.2,0,0,0,0,96,1,0.8811,0,23,28,0
104593,900,742,84,296.67,domestic,1920.47,0,0,0,0,85,0,0.9044,0,9,13,0
104540,850,171,74,674.6,domestic,6182.98,0,1,0,0,93,1,0.9725,0,14,17,0
106670,730,1209,79,1141.7,domestic,5782.79,0,2,0,0,99,1,0.9433,0,8,19,0
103160,726,462,72,2320.23,domestic,9518.01,0,0,0,0,100,1,0.9332,0,19,8,0
105701,797,280,81,916.01,domestic,3612.94,0,1,0,0,85,1,0.903,0,10,15,0
103447,650,664,78,823.23,international,11355.87,0,1,0,0,93,0,0.9175,0,23,18,0
101632,851,98,75,266.21,domestic,1599.01,0,1,0,0,100,0,0.915,0,18,31,0
105221,679,2243,79,3294.5,domestic,16642.4,0,0,0,0,88,0,0.9487,0,20,7,0
103536,796,1019,87,5809.4,domestic,67631.85,0,3,0,0,89,0,0.9313,0,22,17,0
106580,831,145,91,195.31,international,561.19,0,0,0,1,92,0,0.9022,0,20,13,0
107711,605,343,37,11157.06,domestic,7033.12,1,10,1,1,40,3,0.2963,1,61,63,1
102039,698,297,69,1209.59,domestic,12302.77,0,1,0,0,79,1,0.861,0,31,19,0
104764,650,1211,87,3328.72,international,21658.98,0,2,0,0,100,0,0.9144,0,24,12,0
103631,720,1515,79,9159.91,domestic,118989.37,0,1,0,0,99,2,0.9729,0,30,20,0
101466,650,709,71,4439.35,domestic,25943.13,0,1,0,0,78,1,0.8723,0,17,26,0
106338,758,710,78,5411.91,domestic,72667.92,0,2,0,0,87,1,1.0,0,22,3,0
104510,773,134,74,1968.51,domestic,15063.18,0,4,0,0,100,1,0.9997,0,39,6,0
100495,678,917,80,2501.78,domestic,27546.26,0,1,0,0,90,1,0.925,0,3,7,0
107638,712,276,49,2872.94,domestic,4515.71,0,6,1,1,36,3,0.4353,1,66,73,1
107376,353,4,31,6920.42,international,3748.4,1,12,1,1,6,11,0.0,0,93,89,1
106992,825,340,69,8994.8,domestic,77050.03,0,1,0,0,86,0,0.9924,0,15,17,0
107233,524,20,41,15876.0,international,12184.24,1,12,1,1,22,8,0.0432,1,80,78,1
107489,516,402,33,16939.01,domestic,17904.23,0,12,1,0,19,2,0.3344,1,62,96,1
102880,836,561,79,1427.0,domestic,5643.47,0,1,0,0,93,0,0.9633,0,13,10,0
106232,753,162,74,798.18,domestic,7157.18,0,0,0,0,91,0,0.9338,0,13,12,0
103686,837,447,77,4450.52,domestic,20635.71,0,0,0,0,92,0,0.9571,0,8,18,0
105750,653,183,72,2784.18,domestic,22513.3,0,0,1,1,89,2,0.9711,0,14,17,0
105182,650,911,70,566.85,international,5431.09,0,0,0,0,78,0,0.9229,0,18,20,0
107873,595,113,27,611.4,domestic,113.18,1,15,1,1,4,7,0.2312,1,70,73,1
103014,656,431,84,962.56,domestic,2639.28,0,2,0,0,100,0,0.9289,0,16,21,0
101253,717,1006,71,2455.35,domestic,5626.43,0,0,0,0,91,1,0.9524,0,3,17,0
103969,724,325,85,510.24,domestic,2892.16,0,1,0,0,86,1,0.9715,0,19,16,0
105200,729,95,81,2341.96,international,13784.66,0,1,0,0,82,0,0.8757,0,18,16,0
105084,783,1737,88,1421.33,domestic,9195.77,0,1,0,0,100,0,0.9235,0,25,21,0
106932,838,558,90,1274.01,domestic,5538.66,0,2,0,1,100,1,0.9173,0,26,17,0
101570,711,244,87,3161.08,domestic,38209.73,0,0,0,0,82,1,0.8606,0,19,0,0
104288,721,110,69,2994.5,domestic,44603.81,0,1,0,0,91,0,0.9597,0,0,12,0
106127,806,413,85,7328.15,domestic,14609.12,0,2,0,0,99,1,0.9647,0,20,0,0
107199,508,31,23,4293.26,domestic,795.97,1,15,0,1,25,14,0.2939,1,72,86,1
105458,722,1522,90,1287.95,domestic,15771.63,0,0,0,0,85,2,0.9908,0,29,12,0
103049,700,1098,74,918.83,domestic,2579.61,0,0,1,0,89,1,0.9098,0,19,19,0
100083,880,364,80,4854.58,domestic,22352.37,0,0,0,0,90,0,0.8799,0,23,15,0
100008,650,1488,73,349.13,domestic,4084.8,0,0,0,0,89,0,0.9129,0,20,16,0
100717,669,200,78,3717.32,domestic,25838.03,0,0,0,0,93,2,0.9343,0,21,13,0
105816,749,163,83,1583.91,domestic,15269.22,0,2,0,0,81,0,0.9254,0,23,19,0
105615,802,258,73,847.59,domestic,12420.27,0,1,0,0,87,0,0.9662,0,11,11,0
102780,722,1646,76,2990.16,international,7616.08,0,1,0,0,100,0,0.9369,0,20,19,0
102207,713,161,77,1823.9,domestic,3784.06,0,0,0,1,91,1,0.9429,0,31,10,0
106538,769,229,85,7346.59,domestic,72948.5,0,1,0,0,86,0,0.9153,0,18,20,0
104522,727,740,68,7790.38,domestic,91913.36,0,1,0,0,83,0,0.9197,0,24,18,0
100211,769,523,90,761.6,international,10347.99,0,2,0,0,83,1,0.9058,0,31,30,0
107630,539,90,38,28349.54,international,9421.24,1,16,1,1,19,19,0.2218,1,80,84,1
100329,808,1569,79,237.89,domestic,3444.87,0,1,0,0,85,0,0.9357,0,23,18,0
105386,722,447,83,531.0,domestic,2042.51,0,3,0,0,100,1,0.9329,0,21,36,0
101225,837,1062,94,3820.72,domestic,28408.7,0,2,0,0,100,0,0.9491,0,22,8,0
106447,707,134,69,2897.29,domestic,5679.86,0,5,0,0,94,0,0.9434,0,37,19,0
100566,650,2286,85,278.61,domestic,757.16,0,1,0,0,97,1,0.9685,0,22,14,0
104787,741,165,97,7570.13,domestic,35260.81,0,1,0,0,91,1,1.0,0,12,0,0
106361,683,381,81,718.77,international,6894.1,0,0,1,0,92,1,0.9458,0,23,20,0
104981,770,245,79,5863.86,domestic,41148.83,0,0,0,0,96,2,0.9875,0,21,19,0
